run_id,task,probe,group,job_type,key,code_sha,git_sha,stage,created
resnet-cifar_g1_grid_cifar10_bn_ema_lr3.2_b0.9_s3_cb93917b,resnet-cifar,g1,resnet-cifar,g1,grid_cifar10_bn_ema_lr3.2_b0.9_s3,cb93917b,cb93917b,confirm,2026-07-20T08:58:19+00:00
resnet-cifar_g1_grid_cifar10_bn_ema_lr3.2_b0.9_s4_cb93917b,resnet-cifar,g1,resnet-cifar,g1,grid_cifar10_bn_ema_lr3.2_b0.9_s4,cb93917b,cb93917b,confirm,2026-07-20T09:19:56+00:00
resnet-cifar_g1_grid_cifar10_bn_ema_lr3.2_b0_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,grid_cifar10_bn_ema_lr3.2_b0_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T21:02:06+00:00
resnet-cifar_g1_grid_cifar10_bn_ema_lr3.2_b0_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,grid_cifar10_bn_ema_lr3.2_b0_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T21:23:23+00:00
resnet-cifar_g1_grid_cifar10_bn_ema_lr3.2_b0_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,grid_cifar10_bn_ema_lr3.2_b0_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T21:44:15+00:00
resnet-cifar_g1_grid_cifar10_bn_ema_lr3.2_b0_s3_cb93917b,resnet-cifar,g1,resnet-cifar,g1,grid_cifar10_bn_ema_lr3.2_b0_s3,cb93917b,cb93917b,confirm,2026-07-20T08:15:35+00:00
resnet-cifar_g1_grid_cifar10_bn_ema_lr3.2_b0_s4_cb93917b,resnet-cifar,g1,resnet-cifar,g1,grid_cifar10_bn_ema_lr3.2_b0_s4,cb93917b,cb93917b,confirm,2026-07-20T08:37:03+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.004_b0.99_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.004_b0.99_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T19:06:04+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.004_b0.99_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.004_b0.99_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T19:46:28+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.004_b0.99_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.004_b0.99_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T20:26:51+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.008_b0.99_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.008_b0.99_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T19:19:31+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.008_b0.99_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.008_b0.99_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T19:59:55+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.008_b0.99_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.008_b0.99_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T20:40:16+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.016_b0.99_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.016_b0.99_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T19:33:02+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.016_b0.99_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.016_b0.99_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T20:13:26+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.016_b0.99_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.016_b0.99_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T20:53:48+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.02_b0.95_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.02_b0.95_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T15:41:27+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.02_b0.95_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.02_b0.95_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T16:22:07+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.02_b0.95_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.02_b0.95_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T17:02:35+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.032_b0.99_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.032_b0.99_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T21:07:28+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.032_b0.99_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.032_b0.99_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T21:34:49+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.032_b0.99_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.032_b0.99_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T22:02:17+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.04_b0.95_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.04_b0.95_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T15:54:57+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.04_b0.95_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.04_b0.95_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T16:35:34+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.04_b0.95_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.04_b0.95_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T17:16:04+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.04_b0.9_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.04_b0.9_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T19:07:29+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.04_b0.9_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.04_b0.9_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T19:48:05+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.04_b0.9_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.04_b0.9_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T20:28:45+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.064_b0.99_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.064_b0.99_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T21:21:12+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.064_b0.99_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.064_b0.99_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T21:48:36+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.064_b0.99_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.064_b0.99_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T22:16:04+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.08_b0.95_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.08_b0.95_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T16:08:39+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.08_b0.95_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.08_b0.95_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T16:49:08+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.08_b0.95_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.08_b0.95_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T17:29:36+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.08_b0.9_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.08_b0.9_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T19:20:57+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.08_b0.9_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.08_b0.9_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T20:01:33+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.08_b0.9_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.08_b0.9_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T20:42:13+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.16_b0.95_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.16_b0.95_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T17:43:28+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.16_b0.95_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.16_b0.95_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T18:11:05+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.16_b0.95_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.16_b0.95_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T18:38:46+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.16_b0.9_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.16_b0.9_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T19:34:39+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.16_b0.9_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.16_b0.9_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T20:15:18+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.16_b0.9_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.16_b0.9_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T20:55:52+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.2_b0.5_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.2_b0.5_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T15:41:30+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.2_b0.5_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.2_b0.5_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T16:22:29+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.2_b0.5_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.2_b0.5_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T17:03:22+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.32_b0.95_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.32_b0.95_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T17:57:13+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.32_b0.95_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.32_b0.95_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T18:25:03+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.32_b0.95_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.32_b0.95_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T18:52:39+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.32_b0.9_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.32_b0.9_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T21:09:36+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.32_b0.9_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.32_b0.9_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T21:37:28+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.32_b0.9_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.32_b0.9_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T22:05:02+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.4_b0.5_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.4_b0.5_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T15:55:04+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.4_b0.5_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.4_b0.5_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T16:36:06+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.4_b0.5_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.4_b0.5_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T17:17:04+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.64_b0.9_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.64_b0.9_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T21:23:38+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.64_b0.9_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.64_b0.9_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T21:51:09+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.64_b0.9_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.64_b0.9_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T22:18:58+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.8_b0.5_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.8_b0.5_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T16:08:59+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.8_b0.5_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.8_b0.5_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T16:49:51+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr0.8_b0.5_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr0.8_b0.5_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T17:30:58+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr1.6_b0.5_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr1.6_b0.5_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T17:44:54+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr1.6_b0.5_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr1.6_b0.5_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T18:12:47+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr1.6_b0.5_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr1.6_b0.5_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T18:40:07+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr3.2_b0.5_s0_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr3.2_b0.5_s0,11d8d1f6,11d8d1f6,confirm,2026-07-19T17:58:52+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr3.2_b0.5_s1_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr3.2_b0.5_s1,11d8d1f6,11d8d1f6,confirm,2026-07-19T18:26:06+00:00
resnet-cifar_g1_pprac_cifar10_bn_hb_lr3.2_b0.5_s2_11d8d1f6,resnet-cifar,g1,resnet-cifar,g1,pprac_cifar10_bn_hb_lr3.2_b0.5_s2,11d8d1f6,11d8d1f6,confirm,2026-07-19T18:54:04+00:00
resnet-cifar_g1_scan_cifar10_bn_ema_lr0.0125_b0_s0_7776e585,resnet-cifar,g1,resnet-cifar,g1,scan_cifar10_bn_ema_lr0.0125_b0_s0,7776e585,7776e585,explore,2026-07-19T13:11:16+00:00
resnet-cifar_g1_scan_cifar10_bn_ema_lr0.025_b0_s0_c1aa62f6,resnet-cifar,g1,resnet-cifar,g1,scan_cifar10_bn_ema_lr0.025_b0_s0,c1aa62f6,c1aa62f6,explore,2026-07-19T13:32:43+00:00
resnet-cifar_g1_scan_cifar10_bn_ema_lr0.05_b0_s0_c1aa62f6,resnet-cifar,g1,resnet-cifar,g1,scan_cifar10_bn_ema_lr0.05_b0_s0,c1aa62f6,c1aa62f6,explore,2026-07-19T13:46:30+00:00
resnet-cifar_g1_scan_cifar10_bn_ema_lr0.1_b0_s0_c1aa62f6,resnet-cifar,g1,resnet-cifar,g1,scan_cifar10_bn_ema_lr0.1_b0_s0,c1aa62f6,c1aa62f6,explore,2026-07-19T13:59:59+00:00
resnet-cifar_g1_scan_cifar10_bn_ema_lr0.2_b0_s0_c1aa62f6,resnet-cifar,g1,resnet-cifar,g1,scan_cifar10_bn_ema_lr0.2_b0_s0,c1aa62f6,c1aa62f6,explore,2026-07-19T14:13:26+00:00
resnet-cifar_g1_scan_cifar10_bn_ema_lr0.4_b0_s0_c1aa62f6,resnet-cifar,g1,resnet-cifar,g1,scan_cifar10_bn_ema_lr0.4_b0_s0,c1aa62f6,c1aa62f6,explore,2026-07-19T14:27:02+00:00
resnet-cifar_g1_scan_cifar10_bn_ema_lr0.8_b0_s0_c1aa62f6,resnet-cifar,g1,resnet-cifar,g1,scan_cifar10_bn_ema_lr0.8_b0_s0,c1aa62f6,c1aa62f6,explore,2026-07-19T14:40:45+00:00
resnet-cifar_g1_scan_cifar10_bn_ema_lr1.6_b0_s0_c1aa62f6,resnet-cifar,g1,resnet-cifar,g1,scan_cifar10_bn_ema_lr1.6_b0_s0,c1aa62f6,c1aa62f6,explore,2026-07-19T14:54:30+00:00
resnet-cifar_g1_scan_cifar10_bn_ema_lr3.2_b0_s0_c1aa62f6,resnet-cifar,g1,resnet-cifar,g1,scan_cifar10_bn_ema_lr3.2_b0_s0,c1aa62f6,c1aa62f6,explore,2026-07-19T15:08:30+00:00
resnet-cifar_g1_scan_cifar10_bn_ema_lr6.4_b0_s0_c1aa62f6,resnet-cifar,g1,resnet-cifar,g1,scan_cifar10_bn_ema_lr6.4_b0_s0,c1aa62f6,c1aa62f6,explore,2026-07-19T15:22:29+00:00
resnet-cifar_g2_decomp_lr0.05_b0.9_s0_b65bd45b,resnet-cifar,g2,resnet-cifar,g2,decomp_lr0.05_b0.9_s0,b65bd45b,b65bd45b,confirm,2026-07-20T14:53:05+00:00
resnet-cifar_g2_decomp_lr0.05_b0_s0_cb93917b,resnet-cifar,g2,resnet-cifar,g2,decomp_lr0.05_b0_s0,cb93917b,cb93917b,confirm,2026-07-20T10:42:21+00:00
resnet-cifar_g2_decomp_lr0.2_b0.9_s0_b65bd45b,resnet-cifar,g2,resnet-cifar,g2,decomp_lr0.2_b0.9_s0,b65bd45b,b65bd45b,confirm,2026-07-20T14:44:14+00:00
resnet-cifar_g2_decomp_lr0.2_b0_s0_cb93917b,resnet-cifar,g2,resnet-cifar,g2,decomp_lr0.2_b0_s0,cb93917b,cb93917b,confirm,2026-07-20T10:37:09+00:00
resnet-cifar_g2_decomp_lr0.8_b0.9_s0_b65bd45b,resnet-cifar,g2,resnet-cifar,g2,decomp_lr0.8_b0.9_s0,b65bd45b,b65bd45b,confirm,2026-07-20T14:45:27+00:00
resnet-cifar_g2_decomp_lr0.8_b0_s0_cb93917b,resnet-cifar,g2,resnet-cifar,g2,decomp_lr0.8_b0_s0,cb93917b,cb93917b,confirm,2026-07-20T10:39:43+00:00
resnet-cifar_g2_decomp_lr3.2_b0.9_s0_b65bd45b,resnet-cifar,g2,resnet-cifar,g2,decomp_lr3.2_b0.9_s0,b65bd45b,b65bd45b,confirm,2026-07-20T14:53:36+00:00
resnet-cifar_g2_decomp_lr3.2_b0_s0_cb93917b,resnet-cifar,g2,resnet-cifar,g2,decomp_lr3.2_b0_s0,cb93917b,cb93917b,confirm,2026-07-20T10:43:34+00:00
resnet-cifar_preflight_ladder5_T384_5377ff14,resnet-cifar,preflight,resnet-cifar,preflight,ladder5_T384,5377ff14,bb61cb35,explore,2026-07-19T11:44:55+00:00
resnet-cifar_preflight_ladder5_T384_5dd41c92,resnet-cifar,preflight,resnet-cifar,preflight,ladder5_T384,5dd41c92,aca54008,explore,2026-07-19T11:51:01+00:00
resnet-cifar_preregister_g1_grid6x5_039694f1,resnet-cifar,preregister,resnet-cifar,preregister,g1_grid6x5,039694f1,039694f1,confirm,2026-07-19T15:25:55+00:00
resnet-cifar_smoke_T60_1gpu_ccfc7d63,resnet-cifar,smoke,resnet-cifar,smoke,T60_1gpu,ccfc7d63,bb61cb35,explore,2026-07-19T11:46:04+00:00
resnet-cifar_smoke_T60_1gpu_87f73230,resnet-cifar,smoke,resnet-cifar,smoke,T60_1gpu,87f73230,87f73230,explore,2026-07-19T12:00:36+00:00
resnet-cifar_smoke_T60_1gpu_e0efac6b,resnet-cifar,smoke,resnet-cifar,smoke,T60_1gpu,e0efac6b,87f73230,explore,2026-07-19T12:04:01+00:00
straight_valley_trajectory_eta0p18_lam10_T200_04b98895,straight_valley,trajectory,straight_valley,trajectory,eta0p18_lam10_T200,04b98895,,,2026-07-04T02:27:41+00:00
valley_regimes_trajectory_eta0p18_0p25_sig2_seeds12_T300_56464b7d,valley_regimes,trajectory,valley_regimes,trajectory,eta0p18_0p25_sig2_seeds12_T300,56464b7d,,,2026-07-04T02:27:45+00:00
wisteria_calibration_components_1gpu_508383a5,wisteria,calibration,wisteria,calibration,components_1gpu,508383a5,87f73230,explore,2026-07-19T12:06:36+00:00
wisteria_calibration_gpt124m_ddp8_5c7894d4,wisteria,calibration,wisteria,calibration,gpt124m_ddp8,5c7894d4,bb61cb35,explore,2026-07-19T11:44:52+00:00
